"","annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at","labels","choiceCom","split","argAmount","argType","argPar1","argPar2","argPerformed","argImageName"
4495,2464,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:54:57.321007Z",39104,"Clover_Maxwell_234_388_388.jpg",4.228,"2024-07-15T14:54:57.321027Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Rot","90",NA,FALSE,"Clover_Maxwell_234_388_388_Rot_90_NA.jpg"
4495,2464,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:54:57.321007Z",39104,"Clover_Maxwell_234_388_388.jpg",4.228,"2024-07-15T14:54:57.321027Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Noise","0.6",NA,FALSE,"Clover_Maxwell_234_388_388_Noise_0.6_NA.jpg"
4495,2464,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:54:57.321007Z",39104,"Clover_Maxwell_234_388_388.jpg",4.228,"2024-07-15T14:54:57.321027Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","50",NA,FALSE,"Clover_Maxwell_234_388_388_Bri_50_NA.jpg"
4495,2464,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:54:57.321007Z",39104,"Clover_Maxwell_234_388_388.jpg",4.228,"2024-07-15T14:54:57.321027Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","75",NA,FALSE,"Clover_Maxwell_234_388_388_Bri_75_NA.jpg"
4495,2464,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:54:57.321007Z",39104,"Clover_Maxwell_234_388_388.jpg",4.228,"2024-07-15T14:54:57.321027Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","-50",NA,FALSE,"Clover_Maxwell_234_388_388_Bri_-50_NA.jpg"
4495,2464,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:54:57.321007Z",39104,"Clover_Maxwell_234_388_388.jpg",4.228,"2024-07-15T14:54:57.321027Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","100",NA,FALSE,"Clover_Maxwell_234_388_388_Bri_100_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Blu","3",180,FALSE,"Clover_Maxwell_234_388_582_Blu_3_180.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Rot","180",NA,FALSE,"Clover_Maxwell_234_388_582_Rot_180_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Flip","v",NA,FALSE,"Clover_Maxwell_234_388_582_Flip_v_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Noise","0.8",NA,FALSE,"Clover_Maxwell_234_388_582_Noise_0.8_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","-100",NA,FALSE,"Clover_Maxwell_234_388_582_Bri_-100_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Blu","5",90,FALSE,"Clover_Maxwell_234_388_582_Blu_5_90.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Rot","90",NA,FALSE,"Clover_Maxwell_234_388_582_Rot_90_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Flip","h",NA,FALSE,"Clover_Maxwell_234_388_582_Flip_h_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Noise","0.6",NA,FALSE,"Clover_Maxwell_234_388_582_Noise_0.6_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","50",NA,FALSE,"Clover_Maxwell_234_388_582_Bri_50_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Blu","7",0,FALSE,"Clover_Maxwell_234_388_582_Blu_7_0.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Rot","270",NA,FALSE,"Clover_Maxwell_234_388_582_Rot_270_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Noise","0.7",NA,FALSE,"Clover_Maxwell_234_388_582_Noise_0.7_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","-75",NA,FALSE,"Clover_Maxwell_234_388_582_Bri_-75_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","100",NA,FALSE,"Clover_Maxwell_234_388_582_Bri_100_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","-50",NA,FALSE,"Clover_Maxwell_234_388_582_Bri_-50_NA.jpg"
4496,2465,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:55:05.763671Z",39105,"Clover_Maxwell_234_388_582.jpg",7.127,"2024-07-15T14:55:05.763689Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","75",NA,FALSE,"Clover_Maxwell_234_388_582_Bri_75_NA.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4503,2472,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:24.677293Z",39112,"Clover_Maxwell_234_582_388.jpg",4.683,"2024-07-15T14:56:24.677312Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_388.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Blu","5",270,FALSE,"Clover_Maxwell_234_582_582_Blu_5_270.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Rot","270",NA,FALSE,"Clover_Maxwell_234_582_582_Rot_270_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Flip","h",NA,FALSE,"Clover_Maxwell_234_582_582_Flip_h_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Noise","0.7",NA,FALSE,"Clover_Maxwell_234_582_582_Noise_0.7_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","100",NA,FALSE,"Clover_Maxwell_234_582_582_Bri_100_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Blu","7",0,FALSE,"Clover_Maxwell_234_582_582_Blu_7_0.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Rot","180",NA,FALSE,"Clover_Maxwell_234_582_582_Rot_180_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Flip","v",NA,FALSE,"Clover_Maxwell_234_582_582_Flip_v_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Noise","0.8",NA,FALSE,"Clover_Maxwell_234_582_582_Noise_0.8_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","50",NA,FALSE,"Clover_Maxwell_234_582_582_Bri_50_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Blu","3",180,FALSE,"Clover_Maxwell_234_582_582_Blu_3_180.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Rot","90",NA,FALSE,"Clover_Maxwell_234_582_582_Rot_90_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Noise","0.6",NA,FALSE,"Clover_Maxwell_234_582_582_Noise_0.6_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","75",NA,FALSE,"Clover_Maxwell_234_582_582_Bri_75_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","-100",NA,FALSE,"Clover_Maxwell_234_582_582_Bri_-100_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","-75",NA,FALSE,"Clover_Maxwell_234_582_582_Bri_-75_NA.jpg"
4504,2473,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:30.563632Z",39113,"Clover_Maxwell_234_582_582.jpg",4.54,"2024-07-15T14:56:30.563650Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Bri","-50",NA,FALSE,"Clover_Maxwell_234_582_582_Bri_-50_NA.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4505,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:56:36.742965Z",39114,"Clover_Maxwell_234_582_776.jpg",4.956,"2024-07-15T14:56:36.742983Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Val",NA,"Clone",NA,NA,FALSE,"Clover_Maxwell_234_582_776.jpg"
4511,2480,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:57:25.502899Z",39120,"Clover_Maxwell_234_776_388.jpg",7.389,"2024-07-15T14:57:25.502917Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Blu","7",90,FALSE,"Clover_Maxwell_234_776_388_Blu_7_90.jpg"
4511,2480,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:57:25.502899Z",39120,"Clover_Maxwell_234_776_388.jpg",7.389,"2024-07-15T14:57:25.502917Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Rot","270",NA,FALSE,"Clover_Maxwell_234_776_388_Rot_270_NA.jpg"
4511,2480,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}","2024-07-15T14:57:25.502899Z",39120,"Clover_Maxwell_234_776_388.jpg",7.389,"2024-07-15T14:57:25.502917Z","['Clover', 'Grass', 'Dung']","Clover, Grass, Dung","Train",NA,"Flip","v",NA,FALSE,"Clover_Maxwell_234_776_388_Flip_v_NA.jpg"
